"year","team","conf","seed","postseason","barthag","barthag_perform","wab","wab_perform","w","adjoe","adjoe_perform","adjde","adjde_perform","tor","tord","orb","drb","ftr","ftrd","2p_o","2p_d","3p_o","3p_d","adj_t","actual_rounds","expected_rounds","round_perform","cinderella_matrix","cm_year_rank","avg_seed_cm","cm_perform","avg_round_cm","cm_round_perform"
2017,"Troy","SB",15,"R64","0.5596","-0.235","-8.1","-9.494",22,"108.8","-2.424","106.6","-10.045","17.8","17.6","30.8","29.8","40.1","32.8","50.9","49.5","35.1","34.1","69.4",0,"0.25","-0.250","-12.954","58","-12.279","-0.675","-4.507","-8.447"
2016,"Weber St.","BSky",15,"R64","0.5599","-0.235","-3.7","-5.094",23,"101.7","-9.524","99.5","-2.945","19.6","15.6","25.9","25.6","45.7","28.1","55.3","45.2","35.5","35.6","67.7",0,"0.25","-0.250","-12.954","61","-12.279","-0.675","-4.507","-8.447"
2022,"Longwood","BSth",14,"R64","0.5541","-0.241","-2.3","-3.694",26,"105.7","-5.524","103.7","-7.145","18.4","20.0","33.2","24.5","35.4","26.5","47.9","53.9","38.4","32.1","65.8",0,"0.15","-0.150","-13.060","60","-9.236","-3.824","-4.507","-8.553"
2015,"Belmont","OVC",15,"R64","0.5497","-0.245","-4.7","-6.094",21,"108.7","-2.524","106.8","-10.245","20.3","18.5","28.9","29.6","32.2","28.2","56.4","51.2","37.7","34.3","67.6",0,"0.25","-0.250","-13.264","60","-12.279","-0.985","-4.507","-8.757"
2021,"Oral Roberts","Sum",15,"S16","0.4981","-0.297","-5.1","-6.494",16,"107.0","-4.224","107.1","-10.545","15.7","18.2","23.2","33.0","27.8","33.1","49.7","49.0","38.8","35.6","71.4",2,"0.25","1.750","-13.316","61","-12.279","-1.037","5.427","-18.743"
2016,"UNC Asheville","BSth",15,"R64","0.5487","-0.246","-6.3","-7.694",20,"101.2","-10.024","99.4","-2.845","18.6","22.2","31.6","29.3","41.8","33.0","50.2","52.1","32.1","29.6","71.0",0,"0.25","-0.250","-13.365","62","-12.279","-1.086","-4.507","-8.858"
2015,"Coastal Carolina","BSth",16,"R64","0.5417","-0.253","-5.1","-6.494",20,"104.5","-6.724","103.0","-6.445","17.5","16.9","34.8","28.0","38.9","35.0","48.1","45.8","35.9","33.8","64.1",0,"0.03","-0.030","-13.452","61","-18.810","5.358","-4.507","-8.945"
2022,"Yale","Ivy",14,"R64","0.5449","-0.250","-4.9","-6.294",19,"99.4","-11.824","97.9","-1.345","18.3","18.2","25.6","26.7","32.2","32.1","50.1","51.2","32.6","30.5","68.9",0,"0.15","-0.150","-13.569","61","-9.236","-4.333","-4.507","-9.062"
2021,"Iona","MAAC",15,"R64","0.5450","-0.250","-3.2","-4.594",12,"101.1","-10.124","99.5","-2.945","22.4","19.6","33.4","26.1","36.1","46.3","49.9","45.8","35.5","30.1","68.5",0,"0.25","-0.250","-13.569","62","-12.279","-1.290","-4.507","-9.062"
2023,"Northern Kentucky","Horz",16,"R64","0.5349","-0.260","-6.7","-8.094",22,"102.6","-8.624","101.4","-4.845","17.3","23.3","31.6","33.0","26.9","30.5","47.4","49.3","34.3","36.4","61.9",0,"0.03","-0.030","-13.759","62","-18.810","5.051","-4.507","-9.252"
2017,"Northern Kentucky","Horz",15,"R64","0.5370","-0.258","-4.9","-6.294",24,"105.5","-5.724","104.1","-7.545","18.8","17.0","31.2","26.4","36.5","30.5","51.6","50.2","35.7","32.4","69.3",0,"0.25","-0.250","-13.777","59","-12.279","-1.498","-4.507","-9.270"
2018,"Lipscomb","ASun",15,"R64","0.5375","-0.258","-3.2","-4.594",23,"103.2","-8.024","101.8","-5.245","20.0","19.9","27.4","24.3","40.6","38.4","53.2","52.8","32.7","33.8","75.9",0,"0.25","-0.250","-13.777","61","-12.279","-1.498","-4.507","-9.270"
2017,"Kent St.","MAC",14,"R64","0.5322","-0.263","-7.2","-8.594",22,"104.1","-7.124","102.9","-6.345","17.9","19.0","38.1","29.8","32.5","34.3","48.5","48.5","31.7","35.3","69.5",0,"0.15","-0.150","-13.882","60","-9.236","-4.646","-4.507","-9.375"
2018,"Iona","MAAC",15,"R64","0.5333","-0.262","-7.3","-8.694",20,"108.8","-2.424","107.6","-11.045","16.0","18.8","24.5","30.8","30.2","28.6","51.5","51.7","38.3","35.8","71.5",0,"0.25","-0.250","-13.981","62","-12.279","-1.702","-4.507","-9.474"
2022,"Montana St.","BSky",14,"R64","0.5308","-0.264","-2.8","-4.194",27,"103.6","-7.624","102.5","-5.945","18.7","18.2","26.7","23.5","40.1","36.1","52.9","48.9","37.0","33.6","67.1",0,"0.15","-0.150","-13.983","62","-9.236","-4.747","-4.507","-9.476"
2018,"UMBC","AE",16,"R32","0.4963","-0.299","-4.9","-6.294",25,"102.1","-9.124","102.2","-5.645","17.2","20.7","25.9","28.3","30.2","30.8","48.1","51.0","38.2","35.0","69.3",1,"0.03","0.970","-14.098","63","-18.810","4.712","2.709","-16.807"
2015,"Manhattan","MAAC",16,"R68","0.5238","-0.271","-7.6","-8.994",19,"100.2","-11.024","99.4","-2.845","21.1","23.9","30.9","33.1","47.4","52.3","48.8","48.0","33.6","32.4","68.0",0,"0.03","-0.030","-14.170","62","-18.810","4.640","-9.897","-4.273"
2016,"Florida Gulf Coast","ASun",16,"R64","0.5136","-0.281","-8.4","-9.794",17,"102.9","-8.324","102.4","-5.845","17.2","15.9","31.7","27.5","37.3","35.3","51.5","48.3","34.2","31.2","68.0",0,"0.03","-0.030","-14.480","63","-18.810","4.330","-4.507","-9.973"
2019,"Bradley","MVC",15,"R64","0.5170","-0.278","-7.9","-9.294",20,"101.1","-10.124","100.5","-3.945","18.8","18.4","26.7","26.7","36.3","35.6","46.5","46.5","37.0","32.8","66.5",0,"0.25","-0.250","-14.597","61","-12.279","-2.318","-4.507","-10.090"
2015,"North Florida","ASun",16,"R68","0.5063","-0.289","-5.1","-6.494",20,"105.2","-6.024","105.0","-8.445","18.3","17.9","29.2","31.8","39.7","34.1","51.1","48.3","38.1","31.3","67.5",0,"0.03","-0.030","-14.788","63","-18.810","4.022","-9.897","-4.891"
2014,"Milwaukee","Horz",15,"R64","0.5123","-0.283","-6.1","-7.494",20,"104.3","-6.924","103.9","-7.345","19.9","18.5","28.6","31.2","44.7","36.5","49.1","50.4","32.7","31.0","67.8",0,"0.25","-0.250","-14.802","61","-12.279","-2.523","-4.507","-10.295"
2017,"North Dakota","BSky",15,"R64","0.5112","-0.284","-5.3","-6.694",22,"103.1","-8.124","102.7","-6.145","18.3","19.6","26.0","27.8","36.1","39.7","51.4","50.0","38.7","34.8","72.5",0,"0.25","-0.250","-14.803","61","-12.279","-2.524","-4.507","-10.296"
2017,"North Carolina Central","MEAC",16,"R68","0.5043","-0.291","-5.1","-6.494",25,"101.4","-9.824","101.3","-4.745","17.8","19.8","31.6","31.2","34.2","28.0","52.7","46.1","32.7","29.2","68.0",0,"0.03","-0.030","-14.890","62","-18.810","3.920","-9.897","-4.993"
2019,"Abilene Christian","Slnd",15,"R64","0.5064","-0.289","-2.6","-3.994",27,"100.9","-10.324","100.7","-4.145","17.3","23.3","27.0","28.5","34.0","38.3","49.5","49.8","37.7","33.3","67.1",0,"0.25","-0.250","-15.008","62","-12.279","-2.729","-4.507","-10.501"
2017,"Jacksonville St.","OVC",15,"R64","0.5054","-0.290","-8.0","-9.394",20,"104.4","-6.824","104.2","-7.645","20.7","16.6","31.2","28.5","33.4","34.4","50.8","45.1","37.2","37.8","65.0",0,"0.25","-0.250","-15.009","63","-12.279","-2.730","-4.507","-10.502"
2015,"North Dakota St.","Sum",15,"R64","0.5035","-0.292","-3.9","-5.294",21,"100.8","-10.424","100.7","-4.145","16.0","16.5","26.1","23.7","35.7","30.7","45.5","45.0","38.2","36.2","61.5",0,"0.25","-0.250","-15.111","64","-12.279","-2.832","-4.507","-10.604"
2014,"Albany","AE",16,"R64","0.4900","-0.305","-8.6","-9.994",19,"102.8","-8.424","103.1","-6.545","19.7","18.3","31.9","28.4","42.0","29.1","47.0","46.0","36.0","34.9","63.2",0,"0.03","-0.030","-15.304","62","-18.810","3.506","-4.507","-10.797"
2013,"Western Kentucky","SB",16,"R64","0.4895","-0.306","-8.4","-9.794",19,"100.1","-11.124","100.4","-3.845","22.2","20.8","34.8","30.7","37.6","37.8","48.3","47.6","32.7","32.4","66.0",0,"0.03","-0.030","-15.305","62","-18.810","3.505","-4.507","-10.798"
2013,"Montana","BSky",13,"R64","0.4929","-0.302","-1.4","-2.794",23,"101.6","-9.624","101.8","-5.245","19.1","18.3","25.1","30.5","40.6","35.9","52.0","48.0","36.4","33.3","63.9",0,"0.22","-0.220","-15.391","63","-6.387","-9.004","-4.507","-10.884"
2019,"Gardner Webb","BSth",16,"R64","0.4852","-0.310","-5.0","-6.394",23,"106.0","-5.224","106.6","-10.045","17.1","18.2","22.4","31.3","38.3","27.6","53.6","50.4","37.7","33.7","68.7",0,"0.03","-0.030","-15.609","63","-18.810","3.201","-4.507","-11.102"
2014,"Weber St.","BSky",16,"R64","0.4831","-0.312","-6.9","-8.294",17,"106.0","-5.224","106.6","-10.045","19.0","13.8","28.4","28.7","49.7","35.1","51.1","47.0","39.4","33.7","64.3",0,"0.03","-0.030","-15.611","63","-18.810","3.199","-4.507","-11.104"
2013,"Southern","SWAC",16,"R64","0.4750","-0.320","-5.7","-7.094",20,"95.9","-15.324","96.7","-0.145","16.8","20.2","26.2","31.1","40.3","34.9","46.0","40.5","36.7","30.0","65.0",0,"0.03","-0.030","-15.819","64","-18.810","2.991","-4.507","-11.312"
2013,"James Madison","CAA",16,"R64","0.4736","-0.321","-8.9","-10.294",21,"98.5","-12.724","99.4","-2.845","17.2","21.1","29.6","31.1","36.8","39.2","46.2","46.9","33.6","34.7","64.2",0,"0.03","-0.030","-15.920","65","-18.810","2.890","-4.507","-11.413"
2021,"Cleveland St.","Horz",15,"R64","0.4785","-0.317","-2.7","-4.094",19,"99.9","-11.324","100.7","-4.145","18.5","20.2","30.9","31.8","31.9","37.2","52.1","50.9","31.9","30.8","66.2",0,"0.25","-0.250","-16.036","63","-12.279","-3.757","-4.507","-11.529"
2018,"Cal St. Fullerton","BW",15,"R64","0.4760","-0.319","-5.5","-6.894",20,"101.6","-9.624","102.5","-5.945","20.7","18.2","26.0","28.9","45.6","35.2","52.0","45.0","33.8","36.4","70.7",0,"0.25","-0.250","-16.138","64","-12.279","-3.859","-4.507","-11.631"
2022,"Bryant","NEC",16,"R68","0.4651","-0.330","-4.8","-6.194",22,"102.9","-8.324","104.1","-7.545","19.0","16.6","32.8","31.7","32.7","25.2","52.8","47.0","30.3","32.5","72.3",0,"0.03","-0.030","-16.229","63","-18.810","2.581","-9.897","-6.332"
2022,"Cal St. Fullerton","BW",15,"R64","0.4675","-0.328","-5.0","-6.394",21,"102.0","-9.224","103.1","-6.545","17.9","20.2","29.1","28.2","34.8","25.7","48.4","48.4","33.4","37.3","66.0",0,"0.25","-0.250","-16.347","64","-12.279","-4.068","-4.507","-11.840"
2022,"Wright St.","Horz",16,"R64","0.4613","-0.334","-8.4","-9.794",22,"104.8","-6.424","106.2","-9.645","17.7","18.5","31.0","30.1","31.6","26.1","52.5","51.9","33.4","33.8","68.8",0,"0.03","-0.030","-16.433","65","-18.810","2.377","-4.507","-11.926"
2023,"UNC Asheville","BSth",15,"R64","0.4657","-0.329","-1.9","-3.294",27,"102.3","-8.924","103.5","-6.945","20.1","17.8","25.7","29.1","40.9","26.8","51.1","49.5","38.6","30.6","68.2",0,"0.25","-0.250","-16.448","63","-12.279","-4.169","-4.507","-11.941"
2017,"South Dakota St.","Sum",16,"R64","0.4612","-0.334","-9.8","-11.194",18,"108.2","-3.024","109.7","-13.145","18.4","16.2","27.1","28.9","39.9","27.1","52.7","52.4","35.8","36.9","68.5",0,"0.03","-0.030","-16.533","64","-18.810","2.277","-4.507","-12.026"
2018,"Radford","BSth",16,"R64","0.4559","-0.339","-6.5","-7.894",23,"101.3","-9.924","102.8","-6.245","18.7","20.2","32.0","28.0","31.2","31.7","47.1","48.9","35.0","34.6","64.2",0,"0.03","-0.030","-16.538","65","-18.810","2.272","-4.507","-12.031"
2023,"Texas A&M Corpus Chris","Slnd",16,"R64","0.4566","-0.338","-6.0","-7.394",24,"105.8","-5.424","107.4","-10.845","17.7","20.4","32.8","27.8","34.8","38.2","48.3","54.1","36.4","33.8","68.9",0,"0.03","-0.030","-16.637","64","-18.810","2.173","-4.507","-12.130"
2017,"New Orleans","Slnd",16,"R68","0.4538","-0.341","-6.3","-7.694",20,"99.6","-11.624","101.2","-4.645","23.7","22.4","36.1","32.6","42.8","34.7","51.6","51.8","30.7","31.9","67.7",0,"0.03","-0.030","-16.640","65","-18.810","2.170","-9.897","-6.743"
2022,"Texas Southern","SWAC",16,"R64","0.4356","-0.359","-6.8","-8.194",19,"96.3","-14.924","98.5","-1.945","21.4","17.3","33.0","28.0","33.6","33.4","48.6","45.1","31.4","30.4","68.1",0,"0.03","-0.030","-17.258","66","-18.810","1.552","-4.507","-12.751"
2022,"Norfolk St.","MEAC",16,"R64","0.4342","-0.361","-3.1","-4.494",24,"100.7","-10.524","103.0","-6.445","20.1","18.4","30.1","27.8","38.3","33.5","50.8","47.1","34.0","29.5","67.0",0,"0.03","-0.030","-17.360","67","-18.810","1.450","-4.507","-12.853"
2021,"Hartford","AE",16,"R64","0.4345","-0.361","-4.9","-6.294",15,"97.3","-13.924","99.6","-3.045","19.0","20.4","24.8","28.6","28.6","25.0","51.3","50.7","32.7","28.7","66.9",0,"0.03","-0.030","-17.360","64","-18.810","1.450","-4.507","-12.853"
2019,"North Dakota St.","Sum",16,"R64","0.4369","-0.358","-8.6","-9.994",19,"106.6","-4.624","109.0","-12.445","15.7","14.4","20.7","25.9","32.2","26.5","52.1","52.6","36.7","37.0","66.5",0,"0.03","-0.030","-17.457","64","-18.810","1.353","-4.507","-12.950"
2014,"Cal Poly","BW",16,"R64","0.4356","-0.359","-10.7","-12.094",12,"102.0","-9.224","104.4","-7.845","14.7","18.1","30.9","33.2","33.2","42.9","44.2","48.6","33.0","33.8","60.4",0,"0.03","-0.030","-17.458","64","-18.810","1.352","-4.507","-12.951"
2015,"Robert Morris","NEC",16,"R64","0.4286","-0.366","-8.6","-9.994",20,"100.7","-10.524","103.3","-6.745","19.8","21.8","31.0","35.9","35.5","37.6","47.4","48.3","37.5","34.1","66.0",0,"0.03","-0.030","-17.665","65","-18.810","1.145","-4.507","-13.158"
2014,"Wofford","SC",15,"R64","0.4275","-0.368","-6.5","-7.894",17,"99.7","-11.524","102.2","-5.645","16.4","19.7","30.9","29.0","33.0","39.4","47.4","49.6","34.6","32.9","62.1",0,"0.25","-0.250","-17.787","65","-12.279","-5.508","-4.507","-13.280"
2017,"Mount St. Mary's","NEC",16,"R64","0.4155","-0.380","-7.9","-9.294",20,"98.9","-12.324","101.8","-5.245","19.2","21.7","23.1","34.8","32.4","32.6","49.4","49.5","35.8","34.1","68.3",0,"0.03","-0.030","-17.979","66","-18.810","0.831","-4.507","-13.472"
2013,"LIU Brooklyn","NEC",16,"R68","0.4195","-0.376","-8.6","-9.994",20,"108.1","-3.124","111.2","-14.645","20.3","18.4","35.2","33.5","45.6","31.6","53.1","51.1","38.0","37.2","69.3",0,"0.03","-0.030","-18.175","66","-18.810","0.635","-9.897","-8.278"
2017,"UC Davis","BW",16,"R64","0.4033","-0.392","-7.5","-8.894",23,"97.4","-13.824","100.8","-4.245","20.3","19.6","29.1","28.3","40.8","33.1","46.9","48.5","34.5","32.6","70.3",0,"0.03","-0.030","-18.491","67","-18.810","0.319","-4.507","-13.984"
2019,"Iona","MAAC",16,"R64","0.4044","-0.391","-10.4","-11.794",17,"105.2","-6.024","108.8","-12.245","17.3","18.5","25.1","30.7","36.8","28.5","53.2","50.3","35.1","36.6","71.9",0,"0.03","-0.030","-18.690","65","-18.810","0.120","-4.507","-14.183"
2023,"Howard","MEAC",16,"R64","0.4031","-0.392","-7.3","-8.694",22,"102.7","-8.524","106.3","-9.745","22.8","20.6","33.7","31.9","32.2","33.9","49.8","51.1","36.9","33.8","69.0",0,"0.03","-0.030","-18.691","65","-18.810","0.119","-4.507","-14.184"
2014,"Coastal Carolina","BSth",16,"R64","0.3946","-0.400","-7.7","-9.094",18,"98.3","-12.924","102.0","-5.445","20.2","18.3","34.2","29.3","38.6","39.6","47.6","46.7","32.6","32.4","67.5",0,"0.03","-0.030","-18.799","66","-18.810","0.011","-4.507","-14.292"
2014,"Mount St. Mary's","NEC",16,"R68","0.3986","-0.396","-9.4","-10.794",16,"107.1","-4.124","111.0","-14.445","16.7","18.8","27.8","33.0","36.7","34.5","50.2","54.6","35.5","33.4","69.9",0,"0.03","-0.030","-18.995","67","-18.810","-0.185","-9.897","-9.098"
2019,"Prairie View A&M","SWAC",16,"R68","0.3911","-0.404","-7.1","-8.494",22,"101.7","-9.524","105.7","-9.145","17.4","24.7","29.7","34.3","43.1","46.2","49.2","53.7","32.4","31.2","72.2",0,"0.03","-0.030","-19.103","66","-18.810","-0.293","-9.897","-9.206"
2015,"Lafayette","Pat",16,"R64","0.3839","-0.411","-7.1","-8.494",19,"109.8","-1.424","114.5","-17.945","17.1","16.8","27.7","34.5","30.4","27.5","52.8","51.5","40.8","38.0","65.1",0,"0.03","-0.030","-19.810","66","-18.810","-1.000","-4.507","-15.303"
2021,"Norfolk St.","MEAC",16,"R64","0.3698","-0.425","-5.0","-6.394",16,"99.4","-11.824","104.1","-7.545","17.8","20.7","28.8","28.7","38.6","42.0","46.1","47.2","37.4","31.7","67.9",0,"0.03","-0.030","-19.824","65","-18.810","-1.014","-4.507","-15.317"
2021,"Mount St. Mary's","NEC",16,"R68","0.3593","-0.436","-7.2","-8.594",12,"95.7","-15.524","100.6","-4.045","20.1","16.3","31.7","24.6","29.7","24.6","47.7","45.6","33.7","30.1","62.2",0,"0.03","-0.030","-20.035","66","-18.810","-1.225","-9.897","-10.138"
2013,"North Carolina A&T","MEAC",16,"R64","0.3459","-0.449","-11.5","-12.894",19,"90.6","-20.624","95.7","0.855","22.7","23.4","29.8","33.2","42.6","41.1","45.4","43.4","30.7","32.0","66.9",0,"0.03","-0.030","-20.248","67","-18.810","-1.438","-4.507","-15.741"
2021,"Appalachian St.","SB",16,"R68","0.3512","-0.444","-7.7","-9.094",17,"99.0","-12.224","104.4","-7.845","17.5","20.0","27.8","30.6","33.0","24.0","46.7","50.4","32.6","33.5","65.4",0,"0.03","-0.030","-20.543","67","-18.810","-1.733","-9.897","-10.646"
2016,"Austin Peay","OVC",16,"R64","0.3501","-0.445","-11.3","-12.694",16,"103.4","-7.824","109.1","-12.545","20.2","18.6","31.9","30.0","47.0","31.3","51.0","53.3","34.7","36.4","70.5",0,"0.03","-0.030","-20.844","64","-18.810","-2.034","-4.507","-16.337"
2019,"Fairleigh Dickinson","NEC",16,"R64","0.3494","-0.446","-9.3","-10.694",21,"104.5","-6.724","110.3","-13.745","19.7","20.2","29.5","33.2","35.7","29.4","51.0","51.3","40.1","35.3","68.0",0,"0.03","-0.030","-20.945","67","-18.810","-2.135","-4.507","-16.438"
2017,"Texas Southern","SWAC",16,"R64","0.3437","-0.451","-4.4","-5.794",23,"100.6","-10.624","106.5","-9.945","16.6","19.2","31.7","34.9","44.3","32.3","50.0","49.3","29.6","32.5","70.0",0,"0.03","-0.030","-21.050","68","-18.810","-2.240","-4.507","-16.543"
2021,"Texas Southern","SWAC",16,"R64","0.3307","-0.464","-4.5","-5.894",16,"97.3","-13.924","103.5","-6.945","21.4","19.2","32.9","25.7","38.9","33.8","51.0","45.2","27.7","32.4","71.8",0,"0.03","-0.030","-21.363","68","-18.810","-2.553","-4.507","-16.856"
2022,"Texas A&M Corpus Chris","Slnd",16,"R68","0.3223","-0.473","-7.6","-8.994",23,"96.4","-14.824","102.8","-6.245","19.7","22.6","34.0","28.8","38.0","42.3","46.9","50.3","31.8","31.5","69.2",0,"0.03","-0.030","-21.572","68","-18.810","-2.762","-9.897","-11.675"
2015,"Texas Southern","SWAC",15,"R64","0.3371","-0.458","-4.5","-5.894",22,"101.9","-9.324","108.1","-11.545","19.7","18.7","33.8","34.6","46.8","33.1","50.0","48.5","32.2","34.4","63.7",0,"0.25","-0.250","-21.577","67","-12.279","-9.298","-4.507","-17.070"
2014,"Texas Southern","SWAC",16,"R68","0.3293","-0.466","-9.7","-11.094",18,"106.1","-5.124","112.9","-16.345","19.3","15.8","33.6","31.2","49.3","29.8","50.7","48.9","35.8","35.6","67.6",0,"0.03","-0.030","-21.965","68","-18.810","-3.155","-9.897","-12.068"
2016,"Southern","SWAC",16,"R68","0.3065","-0.489","-8.1","-9.494",19,"98.9","-12.324","106.2","-9.645","16.3","19.6","28.1","31.2","38.1","39.9","47.6","47.7","33.8","32.2","69.5",0,"0.03","-0.030","-22.488","65","-18.810","-3.678","-9.897","-12.591"
2015,"Hampton","MEAC",16,"R64","0.2939","-0.501","-12.6","-13.994",17,"94.8","-16.424","102.3","-5.745","20.2","20.1","31.8","30.9","43.8","45.5","45.6","44.5","30.4","33.9","69.6",0,"0.03","-0.030","-22.700","68","-18.810","-3.890","-4.507","-18.193"
2023,"Fairleigh Dickinson","NEC",16,"R32","0.2909","-0.504","-12.2","-13.594",21,"106.1","-5.124","114.7","-18.145","16.3","21.1","30.9","29.3","28.0","33.9","51.1","55.8","34.3","35.3","68.6",1,"0.03","0.970","-22.803","66","-18.810","-3.993","2.709","-25.512"
2018,"LIU Brooklyn","NEC",16,"R68","0.2937","-0.501","-13.2","-14.594",18,"101.9","-9.324","109.9","-13.345","19.5","16.5","29.4","29.8","38.7","31.8","52.3","50.5","34.6","32.8","72.8",0,"0.03","-0.030","-23.200","66","-18.810","-4.390","-9.897","-13.303"
2018,"Texas Southern","SWAC",16,"R64","0.2930","-0.502","-10.9","-12.294",16,"104.1","-7.124","112.4","-15.845","17.2","16.2","28.5","32.5","42.9","31.2","48.5","49.4","35.9","36.6","72.6",0,"0.03","-0.030","-23.501","67","-18.810","-4.691","-4.507","-18.994"
2023,"Southeast Missouri St.","OVC",16,"R68","0.2823","-0.513","-11.7","-13.094",19,"99.4","-11.824","107.8","-11.245","17.3","19.0","25.0","28.3","38.2","44.1","50.3","50.7","33.2","35.0","72.0",0,"0.03","-0.030","-23.612","67","-18.810","-4.802","-9.897","-13.715"
2016,"Hampton","MEAC",16,"R64","0.2615","-0.534","-6.3","-7.694",20,"98.2","-13.024","107.5","-10.945","18.7","16.7","34.5","27.2","41.3","35.7","47.3","47.5","30.5","33.8","71.9",0,"0.03","-0.030","-24.533","66","-18.810","-5.723","-4.507","-20.026"
2013,"Liberty","BSth",16,"R68","0.2591","-0.536","-15.6","-16.994",12,"100.1","-11.124","109.7","-13.145","19.8","15.1","29.0","32.6","38.4","38.5","44.9","48.6","37.0","30.9","65.7",0,"0.03","-0.030","-24.835","68","-18.810","-6.025","-9.897","-14.938"
2023,"Texas Southern","SWAC",16,"R68","0.2394","-0.556","-13.5","-14.894",14,"95.4","-15.824","105.4","-8.845","20.3","18.5","29.2","27.5","34.3","38.8","47.7","48.9","28.0","33.9","69.2",0,"0.03","-0.030","-25.255","68","-18.810","-6.445","-9.897","-15.358"
2016,"Holy Cross","Pat",16,"R64","0.2398","-0.555","-14.5","-15.894",15,"96.7","-14.524","106.9","-10.345","16.8","19.6","23.1","29.6","36.1","33.4","47.2","52.8","32.6","35.7","64.6",0,"0.03","-0.030","-25.454","67","-18.810","-6.644","-4.507","-20.947"
2019,"North Carolina Central","MEAC",16,"R68","0.2414","-0.554","-10.9","-12.294",18,"98.0","-13.224","108.3","-11.745","22.7","17.5","34.8","26.9","33.5","31.4","51.3","50.9","31.5","32.0","66.4",0,"0.03","-0.030","-25.553","68","-18.810","-6.743","-9.897","-15.656"
2016,"Fairleigh Dickinson","NEC",16,"R68","0.2090","-0.586","-9.9","-11.294",17,"103.0","-8.224","115.6","-19.045","17.7","21.0","28.4","35.8","33.3","46.9","49.5","52.1","36.4","35.4","72.5",0,"0.03","-0.030","-27.885","68","-18.810","-9.075","-9.897","-17.988"
2018,"North Carolina Central","MEAC",16,"R68","0.1522","-0.643","-12.0","-13.394",19,"95.0","-16.224","110.3","-13.745","20.8","16.8","32.9","29.7","30.3","34.3","51.3","48.1","32.3","32.8","66.4",0,"0.03","-0.030","-30.642","68","-18.810","-11.832","-9.897","-20.745"
